"","E10","E11","E12","E10.format","E11.format","E12.format","gender","diff.E10.to.E11","diff.E11.to.E12","authorCode"
"1",0.84958217270195,0.881188118811881,0.692695214105793,"Paper","Abstract","Abstract","M",0.0316059461099309,-0.188492904706088,"a1"
"2",0.690807799442897,0.881188118811881,0.251889168765743,"Abstract","Abstract","Abstract","F",0.190380319368984,-0.629298950046138,"a2"
"3",0.84958217270195,0.881188118811881,0.853904282115869,"Abstract","Abstract","Abstract","F",0.0316059461099309,-0.027283836696012,"a3"
"4",0.690807799442897,0.829207920792079,0.463476070528967,"Abstract","Abstract","Abstract","M",0.138400121349182,-0.365731850263112,"a4"
"5",0.84958217270195,0.829207920792079,0.692695214105793,"Abstract","Abstract","Abstract","M",-0.0203742519098711,-0.136512706686286,"a5"
"6",0.142061281337047,0.829207920792079,0.692695214105793,"Paper","Abstract","Abstract","F",0.687146639455032,-0.136512706686286,"a6"
"7",1,0.685643564356436,0.949622166246851,"Abstract","Abstract","Abstract","F",-0.314356435643564,0.263978601890415,"a7"
"8",0.933147632311978,0.782178217821782,0.692695214105793,"Abstract","Abstract","Abstract","F",-0.150969414490196,-0.0894830037159889,"a8"
"9",0.84958217270195,0.685643564356436,0.120906801007557,"Abstract","Abstract","Abstract","M",-0.163938608345514,-0.564736763348879,"a9"
"10",0.84958217270195,0.782178217821782,0.949622166246851,"Abstract","Abstract","Paper","F",-0.067403954880168,0.167443948425069,"a10"
"11",0.690807799442897,0.782178217821782,0.692695214105793,"Abstract","Abstract","Abstract","M",0.0913704183788849,-0.0894830037159889,"a11"
"12",1,0.618811881188119,0.692695214105793,"Abstract","Abstract","Paper","F",-0.381188118811881,0.073883332917674,"a12"
"13",0.362116991643454,0.586633663366337,0.0377833753148615,"Abstract","Abstract","Paper","F",0.224516671722883,-0.548850288051476,"a13"
"14",0.534818941504178,0.685643564356436,0.463476070528967,"Abstract","Abstract","Abstract","F",0.150824622852258,-0.222167493827469,"a14"
"15",0.142061281337047,0.938118811881188,0.463476070528967,"Abstract","Paper","Abstract","M",0.796057530544141,-0.474642741352221,"a15"
"16",0.84958217270195,0.685643564356436,0.914357682619647,"Abstract","Abstract","Abstract","M",-0.163938608345514,0.228714118263211,"a16"
"17",1,0.685643564356436,0.692695214105793,"Abstract","Abstract","Abstract","F",-0.314356435643564,0.00705164974935701,"a17"
"18",1,0.685643564356436,0.120906801007557,"Abstract","Abstract","Abstract","M",-0.314356435643564,-0.564736763348879,"a18"
"19",0.362116991643454,0.685643564356436,0.853904282115869,"Abstract","Paper","Abstract","F",0.323526572712982,0.168260717759433,"a19"
"20",0.222841225626741,0.685643564356436,0.463476070528967,"Paper","Paper","Abstract","M",0.462802338729695,-0.222167493827469,"a20"
"21",0.362116991643454,0.309405940594059,0.463476070528967,"Paper","Paper","Abstract","M",-0.052711051049395,0.154070129934908,"a21"
"22",0.534818941504178,0.938118811881188,0.853904282115869,"Abstract","Abstract","Abstract","F",0.40329987037701,-0.084214529765319,"a22"
"23",0.362116991643454,0.586633663366337,0.463476070528967,"Paper","Paper","Abstract","F",0.224516671722883,-0.12315759283737,"a23"
"24",0.362116991643454,0.48019801980198,0.251889168765743,"Abstract","Paper","Paper","F",0.118081028158526,-0.228308851036237,"a24"
"25",0.690807799442897,0.264851485148515,0.463476070528967,"Abstract","Abstract","Abstract","M",-0.425956314294382,0.198624585380452,"a25"
"26",0.362116991643454,0.537128712871287,0.692695214105793,"Paper","Abstract","Abstract","M",0.175011721227833,0.155566501234506,"a26"
"27",0.534818941504178,0.309405940594059,0.853904282115869,"Paper","Paper","Abstract","M",-0.225413000910119,0.54449834152181,"a27"
"28",0.84958217270195,0.48019801980198,0.251889168765743,"Abstract","Abstract","Abstract","M",-0.36938415289997,-0.228308851036237,"a28"
"29",1,0.398514851485149,0.692695214105793,"Abstract","Abstract","Abstract","F",-0.601485148514851,0.294180362620644,"a29"
"30",1,0.938118811881188,0.463476070528967,"Abstract","Abstract","Abstract","F",-0.061881188118812,-0.474642741352221,"a30"
"31",0.362116991643454,0.398514851485149,0.853904282115869,"Abstract","Paper","Abstract","F",0.036397859841695,0.45538943063072,"a31"
"32",0.84958217270195,0.398514851485149,0.692695214105793,"Abstract","Abstract","Abstract","M",-0.451067321216801,0.294180362620644,"a32"
"33",0.362116991643454,0.0816831683168317,0.463476070528967,"Paper","Paper","Paper","M",-0.280433823326622,0.381792902212135,"a33"
"34",0.362116991643454,0.163366336633663,0.251889168765743,"Paper","Paper","Abstract","M",-0.198750655009791,0.08852283213208,"a34"
"35",0.272980501392758,0.163366336633663,0.853904282115869,"Abstract","Paper","Abstract","M",-0.109614164759095,0.690537945482206,"a35"
"36",1,0.938118811881188,0.692695214105793,"Abstract","Abstract","Abstract","M",-0.061881188118812,-0.245423597775395,"a36"
"37",0.763231197771588,0.264851485148515,0.853904282115869,"Abstract","Abstract","Abstract","M",-0.498379712623073,0.589052796967354,"a37"
"38",0.222841225626741,0.309405940594059,0.251889168765743,"Abstract","Abstract","Paper","M",0.086564714967318,-0.057516771828316,"a38"
"39",0.690807799442897,0.101485148514851,0.251889168765743,"Abstract","Abstract","Abstract","M",-0.589322650928046,0.150404020250892,"a39"
"40",0.534818941504178,0.163366336633663,0.251889168765743,"Paper","Paper","Paper","M",-0.371452604870515,0.08852283213208,"a40"
"41",0.0473537604456825,0.163366336633663,0.463476070528967,"Abstract","Abstract","Abstract","M",0.116012576187981,0.300109733895304,"a41"
"42",0.84958217270195,0.163366336633663,0.853904282115869,"Abstract","Abstract","Abstract","M",-0.686215836068287,0.690537945482206,"a42"
"43",0.142061281337047,0.0643564356435644,0.463476070528967,"Paper","Paper","Abstract","M",-0.0777048456934826,0.399119634885403,"a43"
"44",1,0.938118811881188,0.251889168765743,"Abstract","Paper","Abstract","M",-0.061881188118812,-0.686229643115445,"a44"
"45",0.933147632311978,0.163366336633663,0.120906801007557,"Abstract","Paper","Paper","F",-0.769781295678315,-0.042459535626106,"a45"
"46",0.362116991643454,0.0643564356435644,1,"Abstract","Abstract","Abstract","F",-0.29776055599989,0.935643564356436,"a46"
"47",0,0.0371287128712871,0.463476070528967,"Paper","Paper","Paper","M",0.0371287128712871,0.42634735765768,"a47"
"48",0.690807799442897,0.938118811881188,0.342569269521411,"Paper","Abstract","Paper","M",0.247311012438291,-0.595549542359777,"a48"
"49",0.84958217270195,0.0371287128712871,0.120906801007557,"Paper","Abstract","Paper","M",-0.812453459830663,0.0837780881362699,"a49"
"50",0.534818941504178,0.398514851485149,0.692695214105793,"Paper","Paper","Abstract","M",-0.136304090019029,0.294180362620644,"a50"
